Comments,CommentID,CommentReply,CommentLike,PublishDate,VideoID,MovieDate,MovieLink,CommentDate,Difference
"""I am in this chapter of my life that it feels like it should be over but it's not. It's just on a loop.""
""It is weird to be perceived as hopeless in this moment when I'm actually incredibly hopeful.""
""Sometimes people just connect. It's not about being attracted to one another."" 

I think I am going to like this movie.",UgxxytFtEvze53iyg1Z4AaABAg,0,19,2021-04-13T17:51:17Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-13,10
Who els trying to see the trailers from safari to go to the movies,UgwQB1TWNfGdsdi_ks54AaABAg,0,6,2021-04-13T17:05:21Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-13,10
That’s very obviously a male actor and not a woman actor. Congrats for taking away roles from women I guess?,Ugy-qx9jyBQ22W-AqQh4AaABAg,0,0,2021-04-12T20:33:21Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-12,11
Average trailer vs average movie 🤔🤔🤔🤔,UgwgB0dmY57WgUVAvE54AaABAg,0,1,2021-04-12T20:03:05Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-12,11
Jesus Love's You,UgwLu1mWe1lvctJ2WQx4AaABAg,0,2,2021-04-12T15:24:11Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-12,11
"Have a baby. Then get to know him/her.
...
Wait, what?",Ugwvf5Df66fdQ9csjHZ4AaABAg,0,0,2021-04-09T14:21:34Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-09,14
"Why does this have 47k views and not 47k dislikes? This is a dumb movie idea. Make something entertaining, not a movie about ruining your life.",UgzfKlg8chjV6bXIxQN4AaABAg,0,0,2021-04-09T03:13:54Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-09,14
Andrew Berrrrrrrrrrnard,Ugw7ntAn_7ChK4Fght94AaABAg,0,0,2021-04-08T20:49:38Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-08,15
This seems promising.,UgzwZuP1HvnlNIUqIcB4AaABAg,0,1,2021-04-07T21:17:25Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-07,16
"Oh, lets normalize subrrogate to see as normal sell women bodies",UgyAEdepc72m77ft6u94AaABAg,1,1,2021-04-07T19:05:40Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-07,16
I just gave him a PODCAST lol,Ugwwb-RauD88qRtihXl4AaABAg,1,3,2021-04-07T17:26:36Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-07,16
beer me that pregnancy,UgxecWIxIdW95J-7rHF4AaABAg,0,0,2021-04-07T15:29:07Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-07,16
Thankfully I would never reach this situation in life. So many dogs to adopt.,UgwSIG2bdZg5jVxyODN4AaABAg,0,4,2021-04-07T11:50:42Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-07,16
Ed helms is looking old for his age... Did they make him look older intentionally?,UgyxN2Gszs7aDB_vEkx4AaABAg,2,0,2021-04-07T10:36:56Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-07,16
"Was kind of interested in it, untill the woke ending of the trailer. SKIP.",Ugz42EyeUJv3GwYwtpZ4AaABAg,0,2,2021-04-07T08:40:26Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-07,16
"90 minute runtime for this film.

Must be 1 minute of them getting together at the end and 86 minutes of filler as we';ve already seen the whole film.",UgwyKH1v-nz4vMz-54h4AaABAg,0,0,2021-04-07T08:40:12Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-07,16
How can a trans woman be pregnant? That sounds like a more interesting movie than whatever this is.,UgzexESIJaNB0jcvVpl4AaABAg,0,0,2021-04-07T08:12:14Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-07,16
"Feel good movie. Not over the top.
Will watch.",UgyA0ESNpFxVudEBv2Z4AaABAg,0,2,2021-04-07T07:59:17Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-07,16
Hangover 4?,UgyCDzP0KECQDueR_QJ4AaABAg,0,0,2021-04-07T04:05:58Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-07,16
i only watched a trailer and i still feel like i deserve a refund,Ugyv0PUMCDiRqPPlJ6V4AaABAg,0,6,2021-04-07T03:30:15Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-07,16
This movie is excrement,Ugw4t6FKbMGZjyWXePh4AaABAg,0,1,2021-04-07T02:12:15Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-07,16
The characters are not likeable. Ed Helms jokes are lame. The entire thing is simultaneously demeaning and pandering to the audience. Who is this for?,Ugx_CIDbVSHqBgUR9WR4AaABAg,0,0,2021-04-07T02:04:19Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-07,16
ANDYYYYY,UgxeEQ3ge-GluEC6Wut4AaABAg,0,0,2021-04-07T02:01:49Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-07,16
It's great to finaly see Andy winning on life,UgylIAqV9BLOj0At4bF4AaABAg,4,103,2021-04-07T01:50:44Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-07,16
Nice but it's too expensive 🙄,UgwFmUVzE768Kxz8axB4AaABAg,0,1,2021-04-07T01:48:28Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-07,16
Ya. He really is pregnant 😐,UgxcnnFLhwIf5bGaryx4AaABAg,0,0,2021-04-07T01:22:56Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-07,16
"Expert movie critic tip: if the movie has a feel good track and multiple cuts of people saying inspirational quotes, dont watch it.",UgzWiXfk9sAhbm-GIOx4AaABAg,1,1,2021-04-07T01:10:09Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-07,16
"That distribution company did 'The Art of Self-Defense' , perhaps it's worth a watch",Ugy6iiEMEeLBVp6YBBN4AaABAg,1,19,2021-04-07T00:39:31Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-07,16
Would be funny if they *DON'T* get together in the end.,UgxUt97FRv9aRxzGrat4AaABAg,2,13,2021-04-07T00:35:49Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-07,16
"Plot twist










they dont end up together at the end",Ugxw8Py6Cw5UdMOHtsp4AaABAg,1,4,2021-04-07T00:03:30Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-07,16
“Little straight white guy” this movie looks horrible,Ugwh6E8kxM-V8Y9zAS94AaABAg,2,3,2021-04-06T23:44:20Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
God I hate every bit of this. Trash,UgwcOHw5cH5-esMLKxx4AaABAg,0,4,2021-04-06T23:37:49Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
She is beautiful,UgwSsg7nTTYYCxeoWZR4AaABAg,0,1,2021-04-06T23:34:38Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
"If you can relate to this, consider jumping into on coming traffic.",Ugzc2_PKsIkrMzDDuI14AaABAg,0,18,2021-04-06T23:31:05Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
Her bangs are awful.,Ugz7x5ymW7FhrHEZYdx4AaABAg,0,0,2021-04-06T23:05:39Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
Tig ol'nobitties unfunny Notaro... hard pass.,UgwNO-0rhjCYND3BgGp4AaABAg,0,1,2021-04-06T23:00:17Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
Ed Helms just looks naked without a face tat.,Ugwy0HzZqBLtMeuuYHZ4AaABAg,0,0,2021-04-06T22:54:35Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
Who?,UgzCSUa5XbbUdDZODXB4AaABAg,0,0,2021-04-06T22:54:17Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
Looks stupid,UgyALV0mGgk5pYl7DQx4AaABAg,0,2,2021-04-06T22:53:29Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
Ed helms i always get him confused with jason sudeikis,UgxeVfTY2OxzlVKBVYZ4AaABAg,1,1,2021-04-06T22:50:22Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
They get together in the end. There just saved you 10 bucks.,UgxtdOm2GgPDsSAfQZZ4AaABAg,7,62,2021-04-06T22:48:00Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
I have this weird feeling that they will end up together!,Ugw9dGuTpM8LVq0fpi14AaABAg,0,31,2021-04-06T22:30:25Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
Hey stu,UgzEPIlC7so7Fhx8PZx4AaABAg,0,0,2021-04-06T22:24:46Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
Why does this guy act the same exact way in every damn movie?,UgzN-o825b4p2VrLVxh4AaABAg,2,7,2021-04-06T22:08:37Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
"The sad truth about suregotes is that its stupid expensive, $90K+",Ugwfb04UQ-3rPcAidWV4AaABAg,6,14,2021-04-06T22:00:27Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
"Shame about the main lead's casting, but it might be good.",Ugz0fDW9ucw5lu9RKHx4AaABAg,0,0,2021-04-06T21:47:28Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
"""Previously, on WandaVision....""",Ugzyd9-0qK54yTVMLOx4AaABAg,0,1,2021-04-06T21:44:51Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
"This is a very 2000's Movie trailer where it looks good but I'll never watch it and I'll see it somewhere and be like ""oh yeah it's that movie that looked interesting that I didn't watch""  and then not watch it...",Ugwuw-Pwd-cyjd2kse14AaABAg,0,48,2021-04-06T21:40:59Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
"So that's a dude, pretending to be pregnant. Arnold already did this dude.",UgwVGlhDfEIWxnrDe454AaABAg,0,4,2021-04-06T21:36:53Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
He need to play comedy,UgxQh8A0074duGptZZp4AaABAg,0,0,2021-04-06T21:35:09Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
This guy has the same acting method and role in every movie he is becoming adam Sandler,UgwkypbqJPmKlrafb7t4AaABAg,1,28,2021-04-06T21:17:25Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
"A movie whitewashing the reproductive exploitation of women starring a trans identified male who will never endure said exploitation but enjoys promoting it. Cool, cool.",UgxJlAy2dB4aOIMTSu14AaABAg,6,7,2021-04-06T21:04:41Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
Let me guess.  They end up getting married.,UgwPe8oRCyXdQMXYCYZ4AaABAg,7,99,2021-04-06T20:58:32Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
Drum Roll !!!!,Ugx3D3Vn-ZXy7ENRBF14AaABAg,0,2,2021-04-06T20:57:34Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
What's with the dislikes? looks kind of charming,UgxYtiOk1K2rwIKU2mR4AaABAg,4,8,2021-04-06T20:54:05Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
Yawn,UgzeijndNVIyvCXRT4F4AaABAg,0,5,2021-04-06T20:51:08Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
Hey look! It's Egg Helms!!!,Ugx2Xau785RFR_6k7tl4AaABAg,0,27,2021-04-06T20:34:34Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
"Wait, that chick is a dude?",UgxBj1vmErhdTm5N3UN4AaABAg,1,5,2021-04-06T20:25:39Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
That's Micheal Scott's baby,Ugz43hJvcepyTvd9yW14AaABAg,0,8,2021-04-06T20:21:00Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
Michael Scott entered the chat,Ugy6u4pufxCaXlc5X0F4AaABAg,0,22,2021-04-06T20:12:44Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
Lol na yo,UgzbbD0_hIPIGYfvxzR4AaABAg,0,2,2021-04-06T20:10:43Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
Nard dog returns,UgyKfRR38u3zcrYZ0ql4AaABAg,0,44,2021-04-06T20:03:40Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
"I heard Patti Harrison was a transgender woman, how is that possible when she doesn’t look a thing like a man",Ugxf3jX2hy1QYb_w6Wl4AaABAg,16,4,2021-04-06T20:01:33Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
Boring,UgykZxUpbsyhd83SScl4AaABAg,0,12,2021-04-06T20:01:02Z,JusM2pfpnl0,2021-04-23,https://www.imdb.com/title/tt11285280/?ref_=adv_li_tt,2021-04-06,17
Y couldnt they put mayhem miller or someone else!,UgzupGmjCxjUai0TXJt4AaABAg,0,0,2012-06-06T09:25:29Z,9yTuPOT06nI,2012-06-12,https://www.imdb.com/title/tt1447482/?ref_=adv_li_tt,2012-06-06,6
Difference between Jon and all those guys? Those guys have put on exciting fights. ,UgyEpfsaB6BB8bioIOt4AaABAg,0,0,2012-06-04T04:32:23Z,9yTuPOT06nI,2012-06-12,https://www.imdb.com/title/tt1447482/?ref_=adv_li_tt,2012-06-04,8
"me late mas el traje del personaje anterior, pero veremos la pelicula para comparar, ",UgxKWui91bHV7BzZZuF4AaABAg,0,0,2012-05-29T18:14:17Z,9yTuPOT06nI,2012-06-12,https://www.imdb.com/title/tt1447482/?ref_=adv_li_tt,2012-05-29,14
"haters. Jon Fitch is a warrior. His streak before this fight has only been matched or beaten by Royce Gracie, Gray Maynard, Machida, GSP and Anderson Silva. 

Longer than Chuck, Randy, Rich Franklin, BJ Penn and Cain Velasquez

Gray and Jon are the only two may have not won a belt, but they are in rare air",Ugx7k6NqG8Y8Grkex3d4AaABAg,0,0,2012-05-29T15:38:53Z,9yTuPOT06nI,2012-06-12,https://www.imdb.com/title/tt1447482/?ref_=adv_li_tt,2012-05-29,14
you've got to be fking kidding me. of ALL the fighters they could have done a documentary on and they chose the most boring fighter of all time. IDIOTS!,UgzfF5YLZwTemrpid4x4AaABAg,0,0,2012-05-29T15:25:12Z,9yTuPOT06nI,2012-06-12,https://www.imdb.com/title/tt1447482/?ref_=adv_li_tt,2012-05-29,14
The most boring movie about martial arts.,UgzClv8TFqap6Mx_68h4AaABAg,0,0,2012-05-29T11:05:05Z,9yTuPOT06nI,2012-06-12,https://www.imdb.com/title/tt1447482/?ref_=adv_li_tt,2012-05-29,14
"shank and your dead.
",UgwhVd8Hbts-0rTLAF94AaABAg,0,0,2012-05-28T03:44:30Z,9yTuPOT06nI,2012-06-12,https://www.imdb.com/title/tt1447482/?ref_=adv_li_tt,2012-05-28,15
yeah i do ? thats why i said it ?,UgznyDmK3e-JWiceo3h4AaABAg,0,0,2012-05-27T20:46:50Z,9yTuPOT06nI,2012-06-12,https://www.imdb.com/title/tt1447482/?ref_=adv_li_tt,2012-05-27,16
Yeah? you think so?,UgwBZWeNhlXp_JO7zeV4AaABAg,0,0,2012-05-27T06:13:04Z,9yTuPOT06nI,2012-06-12,https://www.imdb.com/title/tt1447482/?ref_=adv_li_tt,2012-05-27,16
hes got a better chance than you.,Ugyq253UAXOP2z9bkBl4AaABAg,0,0,2012-05-27T00:35:08Z,9yTuPOT06nI,2012-06-12,https://www.imdb.com/title/tt1447482/?ref_=adv_li_tt,2012-05-27,16
1:48 Getting paid to live like a rock star? in UFC... hmmmm not gonna happen!,Ugws97QlDPfj87X_vHp4AaABAg,0,0,2012-05-25T23:15:29Z,9yTuPOT06nI,2012-06-12,https://www.imdb.com/title/tt1447482/?ref_=adv_li_tt,2012-05-25,18
Ears... ears everywhere!,UgxG732f1uSe9hM-Uo54AaABAg,0,0,2012-05-25T23:13:18Z,9yTuPOT06nI,2012-06-12,https://www.imdb.com/title/tt1447482/?ref_=adv_li_tt,2012-05-25,18
tunecore.com/music/schmeltzman,UgyKMaSCPsoYepT2EO94AaABAg,0,0,2012-05-25T15:49:25Z,9yTuPOT06nI,2012-06-12,https://www.imdb.com/title/tt1447482/?ref_=adv_li_tt,2012-05-25,18
Do you have a link to where I could listen to the whole song?,Ugxgs6tIaaxYSWpdhN94AaABAg,0,0,2012-05-25T06:15:52Z,9yTuPOT06nI,2012-06-12,https://www.imdb.com/title/tt1447482/?ref_=adv_li_tt,2012-05-25,18
Certainly not what I was expecting but I can see it possibly growing on me the more I listen to it.,UgyInHuStZkfWEEIqPx4AaABAg,0,0,2012-05-25T06:14:44Z,9yTuPOT06nI,2012-06-12,https://www.imdb.com/title/tt1447482/?ref_=adv_li_tt,2012-05-25,18
"Oh i see. What do you think of the song now that you heard it on itunes. Just curious
",Ugxmz6bf3n7mm51PLSZ4AaABAg,0,0,2012-05-25T06:00:14Z,9yTuPOT06nI,2012-06-12,https://www.imdb.com/title/tt1447482/?ref_=adv_li_tt,2012-05-25,18
I watched another video with this same trailer and saw someone mention it. ,Ugxxsf-yMQlADqYiI114AaABAg,0,0,2012-05-25T05:50:51Z,9yTuPOT06nI,2012-06-12,https://www.imdb.com/title/tt1447482/?ref_=adv_li_tt,2012-05-25,18
"I just looked it up. I don't really like it now, the music turns to a different road with like a whistle haha. How did you happen to find it? I looked everywhere.",Ugyf6C3uqPKQTfg37gd4AaABAg,0,0,2012-05-25T05:22:31Z,9yTuPOT06nI,2012-06-12,https://www.imdb.com/title/tt1447482/?ref_=adv_li_tt,2012-05-25,18
Found out the name of the song is Another Love Song by Peltzman Schmeltzman. You can find it on iTunes.,Ugwx_XQsyeHTdkLi6LN4AaABAg,0,0,2012-05-25T05:15:27Z,9yTuPOT06nI,2012-06-12,https://www.imdb.com/title/tt1447482/?ref_=adv_li_tt,2012-05-25,18
lol shouldnt have fought in pierre's weight class.  ,UgwKV40wJ1Nek4Q8ebJ4AaABAg,0,0,2012-05-25T04:53:55Z,9yTuPOT06nI,2012-06-12,https://www.imdb.com/title/tt1447482/?ref_=adv_li_tt,2012-05-25,18
They should do a movie on the mma fighter who was high on mushroom and rip his friend's heart out last week! Freakin psycho!,UgwIS2QgAWbt8X-qC_t4AaABAg,0,1,2012-05-25T04:48:39Z,9yTuPOT06nI,2012-06-12,https://www.imdb.com/title/tt1447482/?ref_=adv_li_tt,2012-05-25,18
"I would like to know too!
",UgyRS5cQ3GmldJEtRIZ4AaABAg,0,0,2012-05-25T04:15:20Z,9yTuPOT06nI,2012-06-12,https://www.imdb.com/title/tt1447482/?ref_=adv_li_tt,2012-05-25,18
i watch men wrestle! yeaaaaaaaaaa splurt.,UgxxLcgYJsXjzphh7fB4AaABAg,0,0,2012-05-25T03:20:46Z,9yTuPOT06nI,2012-06-12,https://www.imdb.com/title/tt1447482/?ref_=adv_li_tt,2012-05-25,18
"Great, I met Fitch a few years ago, and he is one of the most chill guys ever!",UgxGYn9fyyLSqCHqpwR4AaABAg,0,2,2012-05-25T03:07:11Z,9yTuPOT06nI,2012-06-12,https://www.imdb.com/title/tt1447482/?ref_=adv_li_tt,2012-05-25,18
First song name anyone?,UgxvszfITRbOm_qS4nV4AaABAg,0,0,2012-05-25T02:54:38Z,9yTuPOT06nI,2012-06-12,https://www.imdb.com/title/tt1447482/?ref_=adv_li_tt,2012-05-25,18
Looks like they've been hit in the head too many times to count.,UgwMFJJwSzeDp_sr4H94AaABAg,0,0,2012-05-25T02:44:38Z,9yTuPOT06nI,2012-06-12,https://www.imdb.com/title/tt1447482/?ref_=adv_li_tt,2012-05-25,18
Cool,UgxqquU5zZhyugg4nVt4AaABAg,0,0,2012-05-25T02:18:50Z,9yTuPOT06nI,2012-06-12,https://www.imdb.com/title/tt1447482/?ref_=adv_li_tt,2012-05-25,18
It is the same actor that played Davy Jones,UgzaKZrt_NMSmdNYXHB4AaABAg,0,0,2013-02-28T20:42:22Z,6bR7ZrIwiug,2013-03-01,https://www.imdb.com/title/tt1351685/?ref_=adv_li_tt,2013-02-28,1
"""Fear of heights?""
""Fear of falling!""
""Well, then don't fall!""",UgyZLVI9HAOVLh2GcOl4AaABAg,0,1,2013-02-28T13:24:34Z,6bR7ZrIwiug,2013-03-01,https://www.imdb.com/title/tt1351685/?ref_=adv_li_tt,2013-02-28,1
can you tell me 0.45 what's he saying?,Ugz10m5GfUQzjHuycdh4AaABAg,0,0,2013-02-26T17:01:13Z,6bR7ZrIwiug,2013-03-01,https://www.imdb.com/title/tt1351685/?ref_=adv_li_tt,2013-02-26,3
The music ruins the trailer.,UgwrQVqxqI1ZMY8ku5B4AaABAg,0,0,2013-02-26T16:21:28Z,6bR7ZrIwiug,2013-03-01,https://www.imdb.com/title/tt1351685/?ref_=adv_li_tt,2013-02-26,3
Bill Nye is the same actor...,UgwIhsHajRPasG-p0h14AaABAg,0,0,2013-02-24T23:07:50Z,6bR7ZrIwiug,2013-03-01,https://www.imdb.com/title/tt1351685/?ref_=adv_li_tt,2013-02-24,5
stalk,UgzLSUJdryBC_5VgTJ14AaABAg,0,0,2013-02-24T20:46:57Z,6bR7ZrIwiug,2013-03-01,https://www.imdb.com/title/tt1351685/?ref_=adv_li_tt,2013-02-24,5
Looks like a good adventure but the trailer could have used another edit or 2!,UgzN3iKru7YQ3cV5jCJ4AaABAg,0,0,2013-02-24T15:11:46Z,6bR7ZrIwiug,2013-03-01,https://www.imdb.com/title/tt1351685/?ref_=adv_li_tt,2013-02-24,5
"I just saw the movie since I won tickets for the pre screening. It was great,simple and entertaining. The acting was appropriate for the movie. :)",UgxdbhocBnCkKlcE_xx4AaABAg,0,0,2013-02-24T01:43:56Z,6bR7ZrIwiug,2013-03-01,https://www.imdb.com/title/tt1351685/?ref_=adv_li_tt,2013-02-24,5
"I may be a bit biased because I love Bryan Singer and the Deftones, but I quite enjoy the trailer.  Also, it's hard to go wrong with Bill Nighy devouring all the scenery in sight and yelling ""FEE!  FYE!  FOE!  FUMM!!!"" However, I respect you for being one of the few people to use proper grammar on the Internet.  Still, you should probably go back to watching snobby art-house films like Amour and leave the fantasy movie trailers to fantasy fans like me.",UgxcB0hMbPL_ls96_Bt4AaABAg,0,0,2013-02-19T18:04:57Z,6bR7ZrIwiug,2013-03-01,https://www.imdb.com/title/tt1351685/?ref_=adv_li_tt,2013-02-19,10
"Pretty sure I can judge it all I want. You just have a better way to judge it. 
It's not that I want this movie to be bad, but I can't help the fact this trailer makes it look awful. ",Ugy7mbXrlAOMKkp5Ucp4AaABAg,0,0,2013-02-19T09:41:32Z,6bR7ZrIwiug,2013-03-01,https://www.imdb.com/title/tt1351685/?ref_=adv_li_tt,2013-02-19,10
"I've read the screenplay, you haven't.  I can judge, you can't.  And if Jack the Giant Slayer manages to stay true to its screenplay, it's going to be good.",UgyUZV9VkPOBeCrewO14AaABAg,0,0,2013-02-19T00:38:43Z,6bR7ZrIwiug,2013-03-01,https://www.imdb.com/title/tt1351685/?ref_=adv_li_tt,2013-02-19,10
"Bill Nighy is always excellent, and he looks great in this.  He definitely matches the Fallon that was in the screenplay.  He was terrific in Harry Potter, Pirates of the Caribbean, Shaun of the Dead, Hot Fuzz, Doctor Who, lots of other things...",Ugyr74jfCyeRyFDXPuV4AaABAg,0,1,2013-02-19T00:37:26Z,6bR7ZrIwiug,2013-03-01,https://www.imdb.com/title/tt1351685/?ref_=adv_li_tt,2013-02-19,10
Beast from X-Men: First Class,UgxHhbEjd2Td_PI94SF4AaABAg,0,0,2013-02-19T00:36:09Z,6bR7ZrIwiug,2013-03-01,https://www.imdb.com/title/tt1351685/?ref_=adv_li_tt,2013-02-19,10
"To everyone who says that this is going to suck, HAVE YOU EVEN SEEN THE MOVIE?  I haven't either, but I'm a fan of director Bryan Singer (I love X-Men and The Usual Suspects!) and I have read the first draft of the script, and it's great.  The whole farm boy without a father/princess trying to escape an arranged marriage thing is kinda cliched, but once you get past that, it's a rollicking adventure with great characters and lots of epic action!  I just hope that the movie is as good.",UgxWdtGJN0aKYuR7rPt4AaABAg,1,0,2013-02-19T00:35:49Z,6bR7ZrIwiug,2013-03-01,https://www.imdb.com/title/tt1351685/?ref_=adv_li_tt,2013-02-19,10
Lol you thought i was twelve. Wow thats a first! xD,UgxPNVWyzNE5UWUx3eR4AaABAg,0,0,2013-02-19T00:15:27Z,6bR7ZrIwiug,2013-03-01,https://www.imdb.com/title/tt1351685/?ref_=adv_li_tt,2013-02-19,10
